image_path,category,lbp_hist_1,lbp_hist_2,lbp_hist_3,lbp_hist_4,lbp_hist_5,lbp_hist_6,lbp_hist_7,lbp_hist_8,lbp_hist_9,lbp_hist_10,lbp_hist_11,lbp_hist_12,lbp_hist_13,lbp_hist_14,lbp_hist_15,lbp_hist_16,lbp_hist_17,lbp_hist_18,lbp_hist_19,lbp_hist_20,lbp_hist_21,lbp_hist_22,lbp_hist_23,lbp_hist_24,lbp_hist_25,lbp_hist_26,hog_mean,hog_std,hog_median,hog_min,hog_max,hog_feature_1,hog_feature_2,hog_feature_3,hog_feature_4,hog_feature_5,hog_feature_6,hog_feature_7,hog_feature_8,hog_feature_9,hog_feature_10,hog_feature_11,hog_feature_12,hog_feature_13,hog_feature_14,hog_feature_15,hog_feature_16,hog_feature_17,hog_feature_18,hog_feature_19,hog_feature_20,hog_feature_21,hog_feature_22,hog_feature_23,hog_feature_24,hog_feature_25,hog_feature_26,hog_feature_27,hog_feature_28,hog_feature_29,hog_feature_30,hog_feature_31,hog_feature_32,hog_feature_33,hog_feature_34,hog_feature_35,hog_feature_36,hog_feature_37,hog_feature_38,hog_feature_39,hog_feature_40,hog_feature_41,hog_feature_42,hog_feature_43,hog_feature_44,hog_feature_45,hog_feature_46,hog_feature_47,hog_feature_48,hog_feature_49,hog_feature_50,hog_pixel_1,hog_pixel_2,hog_pixel_3,hog_pixel_4,hog_pixel_5,hog_pixel_6,hog_pixel_7,hog_pixel_8,hog_pixel_9,hog_pixel_10,hog_pixel_11,hog_pixel_12,hog_pixel_13,hog_pixel_14,hog_pixel_15,hog_pixel_16,hog_pixel_17,hog_pixel_18,hog_pixel_19,hog_pixel_20,hog_pixel_21,hog_pixel_22,hog_pixel_23,hog_pixel_24,hog_pixel_25,hog_pixel_26,hog_pixel_27,hog_pixel_28,hog_pixel_29,hog_pixel_30,hog_pixel_31,hog_pixel_32,hog_pixel_33,hog_pixel_34,hog_pixel_35,hog_pixel_36,hog_pixel_37,hog_pixel_38,hog_pixel_39,hog_pixel_40,hog_pixel_41,hog_pixel_42,hog_pixel_43,hog_pixel_44,hog_pixel_45,hog_pixel_46,hog_pixel_47,hog_pixel_48,hog_pixel_49,hog_pixel_50,hog_pixel_51,hog_pixel_52,hog_pixel_53,hog_pixel_54,hog_pixel_55,hog_pixel_56,hog_pixel_57,hog_pixel_58,hog_pixel_59,hog_pixel_60,hog_pixel_61,hog_pixel_62,hog_pixel_63,hog_pixel_64,hog_pixel_65,hog_pixel_66,hog_pixel_67,hog_pixel_68,hog_pixel_69,hog_pixel_70,hog_pixel_71,hog_pixel_72,hog_pixel_73,hog_pixel_74,hog_pixel_75,hog_pixel_76,hog_pixel_77,hog_pixel_78,hog_pixel_79,hog_pixel_80,hog_pixel_81,hog_pixel_82,hog_pixel_83,hog_pixel_84,hog_pixel_85,hog_pixel_86,hog_pixel_87,hog_pixel_88,hog_pixel_89,hog_pixel_90,hog_pixel_91,hog_pixel_92,hog_pixel_93,hog_pixel_94,hog_pixel_95,hog_pixel_96,hog_pixel_97,hog_pixel_98,hog_pixel_99,hog_pixel_100
dataset\gloves\gloves 8.png,gloves,0.008208955223880597,0.0057548794489092996,0.006214121699196326,0.0057692307692307696,0.005008610792192882,0.004319747416762342,0.004721584385763491,0.006960390355912744,0.008797359357060849,0.011911595866819747,0.01897244546498278,0.0353760045924225,0.04846440872560276,0.03785878300803674,0.017336394948335245,0.011237083811710678,0.007835820895522387,0.005783582089552239,0.003975315729047072,0.004578071182548794,0.004305396096440872,0.00473593570608496,0.0052095292766934555,0.003917910447761194,0.658739954075775,0.06400688863375431,0.04623585740591288,0.10592025454309027,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14174567103505814,0.0,0.0,0.0,0.0,0.013747435228980906,0.0,0.0,0.0,0.0,0.0,0.0035600765273579643,0.0,0.0,0.03850607328889271,0.0,0.16626940852249375,0.0,0.0,0.17609251335334203,0.0,0.19575043829720934,0.07135444628556663,0.0,0.00773510814144129,0.0,0.0,0.037730410832074526,0.0,0.0,0.07346756256851002,0.0,0.15031007286312092,0.02147375530804446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40343782144820617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1337244485185772,0.0,0.0,0.6985633171933611,0.0,0.0,0.03499007534500071,0.0,0.0,0.0,0.0,0.0,0.0,0.330165695898358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7576374835601175,0.0,0.0,0.41325832962584624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27940695158739126,0.0,0.0,0.12121521130515049,0.0,0.333455019425392,0.0,0.0,0.14366874756352163,0.0,0.0,0.0,0.0,0.0,0.6978965643584174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016448500292897114,0.0,0.0,0.14405076173804554,0.0,0.0,0.0,0.0,0.6290887735123455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\gloves\gloves 9.png,gloves,0.009830027387377125,0.004271861249946602,0.0059094080624261325,0.005078768374936515,0.004428496162444644,0.004409510112444881,0.004252875199946839,0.005463235887431709,0.0070817966499114775,0.00973035062487837,0.015497363312306283,0.032281031512096485,0.05845804794926927,0.03897361413701283,0.01717288222478534,0.010385369349870183,0.007428292062407147,0.006037563899924531,0.004793977624940075,0.004822456699939719,0.004983838124937702,0.005050289299936872,0.005320840512433489,0.0035219122749559763,0.6594092490542574,0.0654069422491824,0.04420592909904557,0.10439527131984298,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06564847183299717,0.0,0.44826312390719875,0.0,0.0,0.0,0.0,0.03912782488495125,0.17522637345932837,0.031235764582841684,0.0,0.0,0.0,0.00904204598867371,0.0,0.326034764598247,0.0,0.3632848526020534,0.0,0.0,0.0,0.014971555401903881,0.2661417454985092,0.0,0.20265465931887963,0.140147032858319,0.0,0.0,0.0,0.0,0.0,0.3566082494015188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6937446110309935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07565844493939808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1032472298087152,0.0,0.0,0.7284390718357125,0.0,0.0,0.0,0.0,0.0,0.0,0.2027711044658121,0.0,0.0,0.0,0.0,0.09515925678117801,0.0,0.0,0.0,0.6029918487175205,0.0,0.5224566964550159,0.0,0.0,0.1412766957537547,0.0,0.35610590379656293,0.0,0.0,0.023494145053702536,0.0,0.0,0.270037219338433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\IV-tube\Iv-tube 1.png,IV-tube,0.00706,0.0045,0.003652,0.002444,0.001628,0.001344,0.001372,0.001544,0.002092,0.003024,0.006776,0.019,0.052328,0.024988,0.008816,0.003752,0.002384,0.001608,0.00122,0.001196,0.001372,0.001332,0.001776,0.001792,0.80202,0.04098,0.028989900988510273,0.09576186836861258,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01615678940704442,0.0,0.0,0.0,0.01604449307220156,0.0,0.0,0.48874209173786604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067807446058,0.01789859069334372,0.0,0.0,0.1391919170278098,0.0,0.0,0.36036221827008896,0.3531574280773442,0.0,0.27771382192801775,0.0,0.0,0.0,0.3121465672167465,0.0,0.0,0.0,0.0,0.31454667564222083,0.0,0.0,0.0,0.5449259766190321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.980588760911735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9446163796167035,0.0,0.0,0.0,0.0,0.422177954214512,0.0,0.0,1.0,0.0,0.0,0.04223442305111311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004971908091643551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\IV-tube\Iv-tube 10.png,IV-tube,0.005634780750948032,0.0040903345261621175,0.004232761843721626,0.002554790008723673,0.0017046769570403604,0.001188377930887144,0.0011839270772134095,0.0013664120778365291,0.0015667004931545871,0.0022832879346258612,0.004326229770870053,0.013178977727928217,0.03397336609161637,0.01872919225907529,0.0044152468443447454,0.002216525129519842,0.0014554291513112214,0.0013664120778365291,0.0011705745161922057,0.0012506898823194288,0.0013975680535526715,0.002154213178087557,0.0026082002528084887,0.0020206875678755185,0.8475226548451993,0.03640798305114921,0.021642259787006932,0.08698292525136773,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019496639220981558,0.023773963022794723,0.0,0.0,0.3025072677169627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03372464282655386,0.004611376198715175,0.0,0.0,0.0,0.0,0.0,0.04231730046098345,0.0,0.0,0.0,0.0,0.36350869047050255,0.0,0.0,0.048229292990664335,0.0,0.0,0.0,0.41090937588488424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7667848676783313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7677278522803116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07145094250741438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\IV-tube\Iv-tube 11.png,IV-tube,0.005267145279411235,0.0037479306211944475,0.003956371682480128,0.001747698129241475,0.0009059169202031499,0.0007776454978735003,0.000701484340865271,0.000629331665804843,0.0008097133534559127,0.0011023325356454257,0.0020082494558485756,0.007271386253312008,0.017717490209282843,0.011127545887097098,0.0029662766413731455,0.001258663331609686,0.0010662561981152118,0.0008738490646207375,0.0009179423660465545,0.0009700526313679746,0.0010943155717498226,0.0015312401040601914,0.002092427576752408,0.0019441137446837508,0.8933904141162701,0.03412420682163458,0.016152643088449208,0.07452226306537639,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05592282227756351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048590559251784,0.0,0.0,0.0,0.0,0.0,0.0021969553779028063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4839441361857054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5308980698557783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\IV-tube\Iv-tube 12.png,IV-tube,0.007729084943726486,0.0059000954604160145,0.006120697262131093,0.004367915673958559,0.003004195445174436,0.0020455803431761845,0.0016725627511852334,0.0018731098436534867,0.002298269679686184,0.0035055631763450694,0.007015137294539504,0.02128205745273105,0.05392711316471334,0.027394732831163414,0.006999093527142043,0.003413311513809673,0.00207365693612174,0.0017608034718712647,0.0014479500076207896,0.0017567925300218997,0.0020937116453685653,0.003200731595793324,0.004331817197314273,0.0032127644213414196,0.7651513328359766,0.05642191899501841,0.030961147595894425,0.09957344825046825,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09154751069048339,0.0,0.0,0.0,0.016226330959931215,0.0,0.0,0.1767542232707809,0.0,0.40341061849513926,0.0028915338914188415,0.0,0.0,0.0,0.0,0.0,0.0,0.03261786977714955,0.0,0.0,0.0,0.019308176376087692,0.05074544048318432,0.0,0.0,0.002828229237855275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3129521330437395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9520265582608743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11963741405393125,0.0,0.0,0.11021379563754763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15831668325371076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5789291262933842,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11743452519877302,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\IV-tube\Iv-tube 13.png,IV-tube,0.008746114479547092,0.0055076883073904665,0.00683142455294354,0.005300854519022799,0.004207590209079412,0.0033979836660402558,0.002730206006453214,0.0026120152702431183,0.003386164592419246,0.005300854519022799,0.009845288326300985,0.03213606117552506,0.0706426030327743,0.03759056365162099,0.010353508492004396,0.005442683402474914,0.0036107269912184284,0.0030315923837889586,0.0022397144511813166,0.002103795104539706,0.002517462681275042,0.00341571227647177,0.004231228356321432,0.003185240340862083,0.699671429753336,0.06196149345814275,0.03994083614543288,0.11232371033654717,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.001024972197216821,0.24032795031010382,0.0,0.143456056983616,0.0,0.0,0.0,0.0015313087974063964,0.5787361147315938,0.0,0.003057891280363522,0.39447397504513376,0.00821598798286256,0.0,0.013176069638373986,0.0502395318385214,0.0,0.0,0.0,0.0,0.0,0.11276992955085458,0.0,0.0,0.0,0.0,0.0,0.0,0.008705869638425472,0.0,0.0,0.0049928747053019995,0.021216647828150505,0.0672174503824366,0.08903329805719644,0.19014650932393015,0.0,0.0,0.0,0.0,0.0,0.0,0.000314393913036491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46910809941928205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35214789163374305,0.0,1.0,0.09396631198521888,0.0,0.0,0.13583678267564536,0.0,0.0,0.0,0.0,0.11700749366247465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048544991892153874,0.05165821824540885,0.0,0.0,0.0,0.1397933624216708,0.0,0.0,0.0,0.3027043982059266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30578359560394164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\IV-tube\Iv-tube 14.png,IV-tube,0.004365548980933596,0.0037541091387245235,0.0033136094674556214,0.0024194608809993425,0.0017751479289940828,0.0015581854043392506,0.0012754766600920446,0.0014069690992767915,0.0017948717948717949,0.002274819197896121,0.004017094017094017,0.011308349769888232,0.03282051282051282,0.015627876397107165,0.0034122287968441816,0.0014398422090729783,0.0010650887573964497,0.0010059171597633135,0.0007889546351084812,0.0009467455621301775,0.001374095989480605,0.0018869165023011178,0.002143326758711374,0.0012557527942143327,0.861827744904668,0.0351413543721236,0.01914452860087896,0.08081916741065494,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020249281431137214,0.0,0.0,0.0,0.0,0.09949000700139699,0.0,0.0,0.0,0.0,0.010454023849962996,0.0,0.02799127779309285,0.0,0.0,0.0,0.049747406596472254,0.5040397821593863,0.009327477387522893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1553643882404169,0.0,0.0,0.0,0.0,0.0,0.0,0.042797021624044286,0.5215464790829256,0.0,0.7027404118363558,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\IV-tube\Iv-tube 15.png,IV-tube,0.004982058182750224,0.004365308214789184,0.003872709214404716,0.0020104447007561195,0.0011013392285018583,0.000788959374599513,0.000660803537101115,0.0008169934640522876,0.001117358708189158,0.0019503716519287454,0.003748558246828143,0.01051678841471229,0.0327438164808407,0.01565904139433551,0.004317249775727284,0.002098551839036268,0.0012334999359220813,0.0009611687812379854,0.0006728181468665898,0.0008009739843649878,0.0009651736511598104,0.0018862937331795464,0.0026752531077790594,0.002827438164808407,0.8577149814174035,0.03951204664872485,0.017871834606420504,0.07873446540341549,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022497530769949776,0.001417499615326853,0.0,0.0,0.015198187067291763,0.0009372912336201797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4964445339921054,0.3091091127408254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2488966407802951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\IV-tube\Iv-tube 16.png,IV-tube,0.0033444444444444446,0.0038666666666666667,0.004077777777777777,0.0027444444444444443,0.0013333333333333333,0.0012666666666666666,0.0008111111111111111,0.0009777777777777777,0.0012333333333333332,0.0019333333333333333,0.0035444444444444442,0.011022222222222221,0.03401111111111111,0.016422222222222223,0.0034666666666666665,0.0007666666666666667,0.0006111111111111111,0.0003111111111111111,0.0003222222222222222,0.0004111111111111111,0.0004,0.0006888888888888888,0.0010666666666666667,0.001288888888888889,0.8788222222222222,0.025255555555555555,0.020538127630020574,0.08848769096739423,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31470906512568664,0.29801084177108106,0.0,0.0,0.0,0.008732042622747176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006313952564355697,0.0,0.0,0.0,0.0,0.0,0.16607068776805467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4718340085514049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\IV-tube\Iv-tube 17.png,IV-tube,0.004968,0.003536,0.003712,0.002272,0.00154,0.001208,0.001108,0.001244,0.00164,0.003116,0.007008,0.020968,0.0533,0.029528,0.00696,0.002604,0.001432,0.000752,0.000808,0.000572,0.0007,0.000836,0.000896,0.000564,0.822152,0.026576,0.026646908212069362,0.0966720378473167,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13010755504169683,0.018772097392156763,0.0057959682433173215,0.0,0.1037780817550197,0.0,0.0,0.0,0.2254922214618009,0.0,0.0,0.4902253093672022,0.12428125405484562,0.0,0.0,0.5434911849745594,0.0,0.2531810712190261,0.0,0.46404331896546647,0.0,0.0,0.0,0.19087554691310976,0.0,0.429313027953047,0.0012897856073666107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023588367773373142,0.0,0.0,0.0,0.0,0.6890078500551142,0.0,0.0,0.0,0.0,0.0,0.0,0.242395154699837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\IV-tube\Iv-tube 18.png,IV-tube,0.006313207229524165,0.0037758991810868336,0.003651639229267628,0.0026254925303735416,0.0019320418315115222,0.0015151697350857995,0.0013067336868729381,0.0014710774941176941,0.001956092144766852,0.002697643470139532,0.005038540626991666,0.014217743519442674,0.03413541128039859,0.019304384772945,0.005367228241481179,0.002529291277352221,0.00157128713268157,0.0013107420724154932,0.001122347951915407,0.0012546246748197229,0.0016434380724475602,0.0018438573495753116,0.002196595277320154,0.0019681173013945175,0.8407789094786293,0.03847248443744313,0.023590337754701336,0.08861097205016417,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021831888113470397,0.0,0.27335678303850297,0.36574581381597104,0.35315864556407817,0.32466617599148423,0.07946918895375477,0.2386895690862952,0.12376394488823664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04526391958474774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29674017079994425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28853718167418363,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5672441187113821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\IV-tube\Iv-tube 19.png,IV-tube,0.004244,0.002668,0.002144,0.001052,0.00064,0.000464,0.000508,0.000504,0.000884,0.000956,0.001824,0.007132,0.02584,0.012264,0.001804,0.000744,0.000476,0.000284,0.000184,0.000248,0.000424,0.000712,0.001024,0.000712,0.911808,0.020456,0.014353367863876745,0.07479567435475357,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3618683368830215,0.0,0.0,0.0,0.42212488416409255,0.0,0.0,0.0,0.0,0.020162097521361267,0.0,0.09149563198209401,0.0,0.0,0.0,0.7038631551015477,0.0,0.0,0.0,0.007731184279940193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12718040679127562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8810567632122137,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
